text,label
"""

What You Say

""""Britain and France declared war on Germany, joining World War II"""" - in what sense did they """"join"""" WWII?  That implies that it had already started and then they pitched in part way through.  Surely by declaring war, Britain and France started WWII.  That's not to say of course that they were the agressors. Perhaps you would like to revert your edit.  """,0.0
I agree. Added merge tag.,0.0
"Well, I see FutPerf is getting quite angry now, insulting other editors also. And again their goal is make the point that the First Bulgarian Empire and the Second Bulgarian Empire are not Bulgarian or at least not related, which helps their long term strategy for the invention of a Macedonian nation and state, think Bulgarian Tsar Samuel, etc. which existed from antiquity and the middle ages. That's it. Tropcho, correctly pointed out that direct political continuity is completely unimportant for the info box, no other country cares for this in their info box, neither Spain, Germany, Ireland, Poland, etc. What is important is to show how Bulgaria formed thru the ages.",0.0
"Dude
You are such an obvious sock, you are going to to get my sockpuppetry operation found out. Create another account, the jig is almost up on this one. Use a little more care, create a good cover, use sleeper socks, something. Of course, you could be an agent provocateur. 69.94.12.123",1.0
"Of course, only you may decide.  Isn't that right Tom [North Shoreman]? 74.192.7.135",0.0
"Thanks for the info about double redirects.  Kind of new to them.  I'm up at 1:07 AM contributing to wikipedia, man this is crazy.",0.0
"""

 Regarding Loyalmoonie and LGBT categories 

Looked into it, and this editor seems to be pushing an anti-LGBT agenda. They've done similar stuff over at Sailor Moon, and made """"official-looking"""" warnings to other editors. This quote is bizarre, and is quite telling: """"To insert those categories would ultimately give other people (who may not even support the LGBT movement) reading the article the assumption that every person who does enjoy Sailor Moon is a homosexual (and/or supports SSM)"""". I don't personally watch/read Sailor Moon or know much about it, so I'm not confident enough to re-add the categories, but the reasoning for their removal is flawed regardless, and there is a sourced part in the article about female homosexuality.talk """,0.0
"Links to time
The correct links for record / track times are to minute and second rather than minutes and seconds which have different meanings, which you do not intend. Thanks,",0.0
You suck. I was making the article and then you tag it with deletion. You power hungry nerd.,1.0
"OH NO. MY SOCKS PROXY WILL GET BLOCKED. ( ( (

A note to all Wikipedia administrators: YOU ALL EAT SHIT FOR BREAKFAST.",1.0
What was classed as a severe adverse reaction? Just status epilepticus and psychosis? Is,0.0
"Overrated 

Derek Jeter is overrated, i don't like him at all, he shouldn't be making 20 mill a year for having average seasons",0.0
"metalcore is NOT a punk genre you fucking idiot, it's a type of METAL, god, just stay off this website if your going to spread your retardness around here you dumbfuck",1.0
"""

So Jim Burton, child molesting faggot, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.  I don't know what is sadder here - you, or the extreme hypocritical arrogance you show by lecturing the world about """"ethical principles"""" for your claimed """"rights"""" to abuse our children.  You have no ethical principles to save your life, but it's exactly as the Roman poet said, isn't it? """"the harlot doth always rebuke the chaste.""""  Will you ever drop dead, we might all breathe a little easier for our kids sake. You truly disgust me with every word you write.  """,1.0
"""

Yeah, right. You're so """"busy"""" you're answering questions on other people's talk pages which DON'T CONCERN YOU! lol

Have you even seen Mark Walters play? ROFL!""",1.0
Butt face idiot friends,1.0
"who cares? if i was blocked on myspace or pulse music board, then i would be more concerned.",0.0
"""

 Get your facts right  

You wrote this on revision history  """"nonsense, majority of that was cited to 1906 and 1967, you are at 3rr back off and work at talk""""  check the references properbly.

  Sleeboom, Margaret. Academic Nations in China and Japan. Routledge: UK, 2004. ISBN 0-415-31545-X p.56
 Takeru Akazawa and Emóke J.E. Sathmåry. Prehistoric Mongoloid dispersals. New York, Oxford University Press, 1996

So who's being nonsense now?  （Talk） 12:35, 29 2012 March 2012(UTC)""",0.0
"""

Penis envy
From Wikipedia, the free encyclopedia
Jump to: navigation, search
For the Crass album, see Penis Envy (album). For the Virgin 1 documentary, see ....Envy.

Penis envy in Freudian psychoanalysis refers to the theorized reaction of a girl during her psychosexual development to the realization that she does not have a penis. Freud considered this realization a defining moment in the development of gender and sexual identity for women. According to Freud, the parallel reaction in boys to the realization that girls do not have a penis is castration anxiety.

In contemporary culture, the term is sometimes used symbolically or metaphorically to refer to the idea that women wish they had a penis, or to refer to anxieties between men about the size of their genitals.
Contents
[hide]

    * 1 Freud's Theory
          o 1.1 Criticisms of Freud’s theory
                + 1.1.1 Within psychoanalytic circles
                + 1.1.2 Feminist criticisms
    * 2 Male penis envy
    * 3 See also
    * 4 References
    * 5 External links

[edit] Freud's Theory

Sigmund Freud introduced the concept of a little girl's interest in—and envy of— the penis in his 1908 article """"On the Sexual Theories of Children,"""" but did not fully develop the idea until substantially later in 1914 when his work On Narcissism was published. It was not mentioned in the first edition of Freud's earlier Three Contributions to the Theory of Sex (1905).

The term came to significance as Freud gradually refined his views of female sexuality, coming to describe a mental process he believed occurred in girls as they passed through the Electra complex from the phallic stage to the latency stage (see Psychosexual development).

In Freud’s psychosexual development theory, the phallic stage (approximately between the ages of 3.5 and 6) is the first period of development in which the libidinal focus is primarily on the genital area. Prior to this stage, the libido (broadly defined by Freud as the primary motivating energy force within the mind) focuses on other physiological areas. For instance, in the oral stage, in the first 12 to 18 months of life, libidinal needs concentrate on the desire to eat, sleep, suck and bite. The theory suggests that the penis becomes the organ of principal interest to both sexes in the phallic stage. This becomes the catalyst for a series of pivotal events in psychosexual development. These events—known as the Oedipus complex for boys and the Electra complex for girls—result in significantly different outcomes for each gender because of differences in anatomy.

For girls:

    * Soon after the libidinal shift to the penis, the child develops her first sexual impulses towards her mother.
    * The girl realizes that she is not physically equipped to have a heterosexual relationship with her mother, since she does not have a penis.
    * She desires a penis, and the power that it represents. This is described as penis envy. She sees the solution as obtaining her father’s penis.
    * She develops a sexual desire for her father.
    * The girl blames her mother for her apparent castration (what she sees as punishment by the mother for being attracted to the father) assisting a shift in the focus of her sexual impulses from her mother to her father.
    * Sexual desire for her father leads to the desire to replace and eliminate her mother.
    * The girl identifies with her mother so that she might learn to mimic her, and thus replace her.
    * The child anticipates that both aforementioned desires will incur punishment (by the principle of lex talionis)
    * The girl employs the defence mechanism of displacement to shift the object of her sexual desires from her father to men in general.

The offshoot of these events, often cited in the media and colloquially, is that a girl really wants to become her mother, so that she can control her father.

A similar process occurs in boys of the same age as they pass through the phallic stage of development. The key differences being that the focus of sexual impulses need not switch from mother to father, and that the fear of castration (castration anxiety) remains. The boy desires his mother, and identifies with his father, whom he sees as having the object of his sexual impulses. Furthermore, the boy’s father, being the powerful aggressor of the family unit, is sufficiently menacing that the boy employs the defense mechanism of displacement to shift the object of his sexual desires from his mother to women in general.

Freud thought this series of events occurred prior to the development of a wider sense of sexual identity, and was required for an individual to continue to enter into his or her gen",1.0
"My Friend 

I'm curious as to whether you have any idea just what a fucking douche bag you are.

Let me know",1.0
i LICKED OFF UR MUM SO SUK THAT AND GO FUCK UR SELF,1.0
"English in this article? 

Is it just me or is English really pretty bad in this article?",0.0
"Muslim lover 

You are scared of Islam.",1.0
STUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALIST,1.0
"miltiround
i win you bitch",1.0
"""
Yes, it looks much better than before. At the top of the page, it says """"This article needs additional citations for verification"""", may be britannica encyclopedia could help adding citations... I dunno. Cheers,   """,0.0
"Why don't you fuck off
GET SOME JOBE TO DO, IDIOT!
 16:13, 21 May 2006 (2006)",1.0
"""
Keep in its present form, just link it to Calcutta. No need to make the reader search Calcutta for the info. A tag line like """"City of Palaces"""" or """"The Windy City"""" or what-have-you serves as a nice point of departure for an article about the city proper.  06:35, 23 Jul 2004 (UTC)""",0.0
"""

Hi bobrayner! 

Please see Wikipedia:Copyright violations: """"...material copied from sources that are not public domain (for example, pasteur.fr, Britannica, and BBC News) or compatibly licensed without the permission of the copyright holder (unless brief quotation used in accordance with non-free content policy and guideline) is likely to be a copyright violation (for instance, """"In 2003, 29% of open sea fisheries..."""". The current text needs to be rewritten or deleted). Even inserting text copied with some changes can be a copyright violation if there's substantial linguistic similarity in creative language or structure..."""". 

Wikipedia:FAQ/Copyright: """"You can use the facts, but unless they are presented without creativity (such as an alphabetical phone directory), you may need to reorganize as well as restate them to avoid substantial similarity infringement."""" 

  """,0.0
"In accordance with Wikipedia:WikiProject_Drugs naming policy, I propose we move this page to the INN corticotropin. If you have any concern with this proposal, please discuss it on this page.  00:01, 22 Dec 2004 (UTC)",0.0
"""

You are too forward; you came onto me too hard. Therefore, Fuck You.

                      /""""\
                    |\./|
                    |   |
                    |   |
                    |>~<|
                    |   |
                 /'\|   |/'\..
             /~\|   |   |   | \
            |   =[@]=   |   |  \
            |   |   |   |   |   \
            | ~   ~   ~   ~ |`   )
            |                   /
             \                 /
              \               /
               \    _____    /
                |//''`\|
                | (( +==)) |
                |\_|_//|

129.130.99.132  """,1.0
"Get off your high horse, or block me.",1.0
"Dear Mokele,
You have no right to tell people to die in a fire. Just because that IP address is being used for vandilism does not mean you can talk to people like that. You are in fact a bigger loser than the person who you block.",1.0
"Do not harass other editors with no basis
You have posted a baseless warning/threat on my user page. Do not post any more things on my page. Otherwise, I will complain to the administrators, or even Jim Wales if I have to.",0.0
"""

Look, she the one that """"personally attacked"""" me, did you NOT just read her post. They gonna try to be smart with it, because they scared to say what they feel. You unfair, !  19:08, 8 June 2006.""",0.0
Can you recommend ways to source the article (which I would be very happy to do) which meet with your guidelines?  I don't want to cause a problem with external links,0.0
"""Talk pages are for talking to other users, there was never vandalism involved.  Since you do not understand this, I will feel free to vandalize your user page, by removing your classification of """"wikipedia administrator hopefulls"""", because you again, are a moron. 99.142.17.112  

""",1.0
"if you wanted to do anything constructive geoff 

Intead of being an arse, you would fix the redirect from monkeywrenching to monkey wrench

but god forbid some telephone phone cleaner like you ever do anything constructive, not when you can pass the time harassing wiki readers.",1.0
FROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS,1.0
"Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.
Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.
Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.
Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.",1.0
"please no profanity when u talk to me I am a very religious person, by the way my friend said fuck you",1.0
"dis bitch has sum nice tatas 

i wanna squeeze dem melons",1.0
"Architectural Influences 

I have read somewhere (alas forgotten source) that the oval office was influenced by a room in the now Italian Ambassadorial residence in Lucan, Ireland. Does anybody know if this is true?",0.0
"re: Collective Punishment 

Please see my response http://en.wikipedia.org/wiki/Collective_punishment. Thank you.",0.0
"The article is semi-protected.  You can't edit it if your account is less than a few days (three, I think) old.",0.0
"Personal Attack Number 2 

This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker!!",1.0
"""
 Do you have a reference that I can look at? worm """,1.0
"""

 Curious as to why you want to be a busybody with me 
I am curious as to why you want to be a busybody with me - I've noticed you following me around before.  For example, in the entries for Michel David-Weill (whom I am sure you know nothing about) and Edouard Stern (whom I am also sure you know nothing about), I made minor edits yet you reversed them for being """"uncited"""" . . . . . even though the entire bios are totally uncited.  What's your beef?  Why don't you delete the entire article?  I know the subject matter, you don't.  It has something to do with me - you desire some sort of association with me - I feel as if I am being stalked - normally stalking is done by the opposite sex, but in this case you're a man chasing a man.  I had another Wiki administrator do this, and on his home page he admits that he is a """"flaming homosexual"""".  Don't tell me you too.""",0.0
"""

 Up to your old tricks I see 

Thankfully I have not had the displeasure or the need to smell your odious stench on this site for a while as thankfully wikipedia is large enough to avoid contemptible creatures like you.

However I notice we have crossed swords again with you crying out your age old mantra - like the fucktard you are - it's """"unsourced"""". Well done, fucking well done, you are so pig-shit thick and lazy rather than 1. do a little bit of work and find some sources yourself, you just delete stuff because it takes less effort, or 2. assume good faith. Most people don't make stuff up that they add. If you had one iota of sense in that pig-shit brain of yours, you would at least do a quick internet search to check the facts before having a WP:OWN fap and then deleting anything that you like. 

Personally I think, and I have said this before, you make absolutely no positive contributions to this site. Just looking at your edit log clearly shows you generate nothing or even bother to write something = er this is an encyclopedia. If you had your way, it would be whittled down to nothing. You have got talent or knowledge except self-importance because it's easier to be a fucking Rules Lawyer than an editor. 

I have nothing but the utter contempt for you because you cannot even do the most simplest of things and look up something. If Wikipedia is measured by the likes of you, then it's stands by the lowest common denominator: ignorance. Your application of sourcing is so fucked up and arbitrary it's laughable. Are you the sort asshole who needs to see it on the news to figure out the Pope's a catholic? etc After seeing what you have been up to butchering articles like a retard with a paper cutter, I pray to all things dark and evil that you will eventually fuck with one of this site's even worse self-important cunts. Then when you suffer massive butthurt you'll quit and realise it was also fucking pointless being such a grandstanding bastard.""",1.0
"White racist white girl 

What makes you think you can talk down to me? Another arrogant white girl talking down to an African man. Somehow I get the feeling you wouldn't say a word to my face because I would knock all your front teeth out. I'm going to find you and show you why little white girls get sticky thighs when the big bad Moroccan comes knockin with his meat out

Holla at cha boy",1.0
"Matt, when mattsanchez.info goes live on Monday, among other things you'll see an invitation to be interviewed. This time you'll have nowhere to hide. Let's see who's a victim and who's a coward.",1.0
"talk, don't try to threaten me with barring, i don't care at all. The thing here is not whether i did 3 undos or not , the thing is whether those undos were right or not. Just prove me here, that those were wrong and then post something else on my user talk page. Untill then don't waste my time by posting crap things on my talk page",1.0
"Not tactics. You create a page about a non-existant subsiduary, change all the links and then complain when things don't go your way. You created the chaos and then demand that others fix the problem that YOU created. You stuffed it - YOU fix it. Pretty simple in my book. Things were pretty good until you invented the BMW Motorrad subsiduary and changed everything. Now that it has been shown that you were wrong you blame everyone else for the chaos caused by your arrogance. Maybe returning things to how they were before you broke it would be a good idea. Oh! An apology would also be good!",0.0
":Janus Hasildor

A tag has been placed on Janus Hasildor, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable. If you can indicate why the subject of this article is notable, you may contest the tagging. To do this, please affix the template  to the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself.

Please read the criteria for speedy deletion (specifically, article #7) and our general biography criteria. Feel free to leave a note on my talk page if you have any questions about this.  babble",0.0
"Any particular reason a fat homosexual speaks na gaeilge, Who is so quick to put people down, could you be anymore of a horrible person, that you would do this so everyone. Is fuath liom -.- soith ^_^",1.0
YOU CAN SUCK MY DICK! OR COCK!,1.0
"Everything looks good, I'm passing the article now. )",0.0
Wikipedia is full of cunts,1.0
"""

I'm sure if you worked on articles other than Arcayne you'd do fine. You two seem to have a problem with each other, so why do you seek him out and edit where he does? –xenotalk """,0.0
"Welcome!

Welcome to Wikipedia, !  My name is Ryan, aka . I noticed that you were new and haven't received any messages yet. I just wanted to see how you were doing. Wikipedia can be a little intimidating at first, since it uses different formatting than other sites that use HTML and CSS. In the long run, though, you'll find that the WikiSyntax is a lot easier and faster than those other ways. Here are a few links to get you started:

How to edit a page
Editing, policy, conduct, and structure tutorial
Picture tutorial
How to write a great article

There are a lot of policies and guides to read, but I highly recommend reading over those first. If you have any questions, feel free to leave me a message on my talk page. Please be sure to sign your name on Talk Pages using four tildes (~~~~) to produce your name and the current date, along with a link to your user page. This way, others know when you left a message and how to find you. It's easier than having to type out your name, right? )

I hope you enjoy contributing to Wikipedia. We can use all the help we can get! Have a nice day.
Sincerely, . 06:42, August 2, 2005 (UTC)",0.0
"The Legend of Zelda: The Wind Waker FAR 

Hi! The Legend of Zelda FAR is still ongoing and has been moved to FARC. If you have the time, it would be appreciated if you could revisit your comments there, and perhaps give us your opinion as to whether the article should be kept as a FA or delisted. Thanks!",0.0
