text,label
It is easier for other races to follow the herd but not Whites .,1.0
Well good for you .,0.0
You educate your kids your way and let others do the same .,0.0
"But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .",1.0
"I just refer to them as primates as through THEIR evolution process they are just a little bit higher on the evolutionary chain which makes them all the more dangerous to whites , than any of their animalistic cousins .",1.0
"Quenten Demps , 44 , was arrested Saturday on a first-degree murder charge in the killing of Elizabeth Clemente , 37 .",0.0
here is someone who in a round about way supports your argument and you tear them to bits. do you know what you believe in or not ?,0.0
Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones,1.0
I actually celebrate Black History Month .,0.0
"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",1.0
I saw a white and a black couple the other day and nearly went ballistic and got enraged .,1.0
They are culturally raping european countries in every way .,1.0
The problem is there 's so many white liberal self hating traitors on the same side as the Jews and nonwhites .,1.0
That was over 30 years ago .,0.0
Hell they fry it in lard and eat it with rice .,0.0
"But if White people find a user for a plant native to Africa , the negroes want a royalty .",1.0
"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",1.0
"I guess I 'll just stick to homeschooling my kids , when and if I have them ...",0.0
"i met my wife at the gun range which i was manager of at the time , a woman who shoots guns and hunts is a keeper for sure ..",0.0
I wanted to get some opinions from Stormfront members on this Jewish crap my son brought home from public school .,1.0
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,1.0
"http://www.newnation.vg/forums/showthread.php?p=325910 Coach Accused Of Fondling Student Student 's Mother Alerts Deputies After Finding Note POSTED : Monday , March 8 , 2010 UPDATED : 9 : 42 am EST March 9 , 2010 * * * Pedophile Alert * * * Robert Bennett. http://www.clickorlando.com/educatio...82/detail.html",0.0
And Vermont is a uber-liberal stronghold where child molesters are treated better then law-abiding citizens .,0.0
"oddly i would find it worst if she here black , since Negroes are the most inferior and scum bag humanoid race in our planet .",1.0
Teach our men to be men again and defend our countries and women folk against the non white .,1.0
Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,1.0
"I do n't know if the person that said that ever leaves the house , but all I ever see are black guys and Mexicans everywhere .",1.0
A British school where none of the students have English as their first language ?,0.0
"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.",1.0
Any kind of civilization Negroes have today is a gift from the White race .,1.0
Everything in the NT is Christ inspired and the NT has no requirement for circumcision .,0.0
Holocaust is a Holohoax .,1.0
I was looking at it the other day and I realized that most kids that probably get this go through and get to check every single club on the back ... I have n't been in one club or group in school .,0.0
"Let the Apes use their long arms to throw their monkey punches , and let us Whites use wrestling takedowns and submissions .",1.0
"I hope one day to proudly say again that I am an American , when we take this country back .",0.0
Beautiful Sweden poisoned by Arab/Muslim trash .,1.0
I find most people wait to long to react in a physical encounter .,0.0
Jewish unfortunately .,1.0
"Yep, forgot I had the thing wrapped in a jacket , went to grab the jacket and the thing came tumblin ' out !",0.0
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,1.0
These groids went haywire when they got in there and found themselves a white girl .,1.0
"Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .",1.0
Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,1.0
These guys are killing our culture while pretending to want to save it .,1.0
I do n't dare to look at them !,0.0
I was sort of hoping that they will bring back Ebola and spread it around to their own kind and the rest of the undesirables who are not wanted here .,1.0
"If you look at an Alaskan malamute and a timber wolf that are two different species , they look a lot more alike than say a Congolese and a Swede .",1.0
"I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .",1.0
Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,1.0
"We should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as `` diversity ? ''",1.0
"The white population must have a place it calls its own , segregated .",1.0
"yeah, maybe if you are Jewish They just warm up the old money printing press when they might feel like they are getting low .",1.0
"BTW , Winchester slugs blew a 1 inch hole in and out .",0.0
I have green eyes which come from my Celtic ancestry .,0.0
Do you have huge numbers of all the various turd to urine coloured rainbow of third worlders like many parts of Canada ?,1.0
We knew that report was a lie the entire time .,0.0
And it 's true !,0.0
"The liberals are going to get their panties in a bunch , with people like you saying we must learn to defend ourselves .",1.0
"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",1.0
NeoFolk ?,0.0
My parents are like this .,0.0
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .",1.0
"The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..",1.0
Depending on which part of Scotland you 're going to I might have some bad news for you about the Kaffirs .,1.0
https : //www.stormfront.org/forum/show ... threadid = 54094 I hope to see you around here a little more .,0.0
Is there a place where you can buy these ?,0.0
So even if it was shown n a bad light I would hope it would bring lots more new members as the time has come to show the non white races that we can only take so much before we raise up,1.0
These figures show that no one now could just talk about the need to restrict non-white immigration ( as the current government does ) ; large-scale repatriation of non-whites is absolutely essential .,1.0
"Thorongil You get one twin , I get other .",0.0
WP WP WP WP,0.0
Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic .,1.0
I plan on celebrating being White that entire 24 hours .,0.0
"We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way .",1.0
Ha ha .. so true .,0.0
Thieves and liars always think you 're stealing and lying .,0.0
"Sometimes I wonder if it is Because Whites are so much smarter that they find it harder to run together , as opposed to , independently .",1.0
Absolutely.,0.0
Just keep it civil .,0.0
20 years from now we will see a 120 year old holocaust survivor tell there story of the horrors of the death camps and those nasty ss soldiers .,0.0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1.0
Most if not all of the whites at my school are complete race traitors,1.0
In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,1.0
"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .",1.0
I think this would just be a tighter grip the ZOG would have on us .,1.0
The have no concept of honour or of having respect for the feelings of others .,1.0
I 've gone through corn mazes as well .,0.0
50 shades of brown,1.0
I left a comment under his reply to the Tea Party video but I have to highlight it to be able to read it .,0.0
Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .,0.0
"Go to any major retail mall , the Kitchener farmers market , etc , and its absolutely teeming with non whites ( asians , blacks , hispanics , muslims of all colours , and God knows what else ) and race mixers , and yes I hate to say this but from what I saw the other day many more white women doing the race mixing than white men .",1.0
"Zuul88-My cousin 's an IE Peckerwood , and i 'm a good friends with another , I live over here in san bernardino , send me a pm ?",0.0
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !",1.0
Elk Hunter,0.0
"I think I will post one , I placed my profile on Eurodate a few days ago .",0.0
I will respond until Armenian scum will stop,1.0
com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,0.0
Hey Frank if I wasnt on the other side of the planet would I do .,0.0
"The sister of Daniel Wretström spoke at a march to remember his murder , followed directly by a speech by Blood and Honor .",0.0
It 's wasted on a groid but I understand his need to uphold his principles .,0.0
Just the yo crap .,0.0
"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",1.0
"As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",1.0
What makes it suck are the Jews that run it and the Blacks that play in it .,1.0
I would like to keep this thread going for Manolis Turbo who has moved back to his homeland and is at the moment too busy to look after it .,0.0
The amount of the Armenians chromosome haplotypes are closer to the England one .,0.0
My God .,0.0
"Humans are the only hosts and victims of V. cholerae , a motile , aerobic organism .",0.0
That is only when they began speaking English as a majority .,0.0
Jews have been poisoning wells since Biblical times .,1.0
"If Bulgarians are n't slavic , then it 's perhaps time for the rest of them to seek a new name for themselves , cos it 's us that used that ethnonym first , dig ?",0.0
I believe his dog would like to get as far away from him as possible !,0.0
I have no doubt Los Angeles is a cess pool .,1.0
Great gun though !,0.0
Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .,1.0
"Great news that in numbers we can accomplish everything , and anything .",0.0
"Well that 's your misery I hope this will help : 1 m = 100 cm 1000 mm 1 "" = 25,40 mm = 2,54 cm = 0,0254 m 1 ' = 304,48 mm = 30,48 cm = 0,3048 m 1 ' = 12 `` Then ... start calculating",0.0
The old shotgun held together !,0.0
i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,1.0
California tried to pass a law requiring bio-metric fingerprint ID technology on guns last year ; SB 283 ..,0.0
If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves,1.0
"Found along Orion 's sword just north of the bright Orion Nebula complex , these reflection nebulae are also associated with Orion 's giant molecular cloud about 1,500 light-years away , but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars .",0.0
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",1.0
"This guy seems to get it but otherwise : Sorry jigs , you 're on your own",1.0
This might take the cake of the biggest load of bullsh ! t the Jews have tried to pass by the goyim .,1.0
"We do not want to annhilate other races , we simply want to preserve our own .",0.0
well i am sure that the jews have the cure for aids but they wont give it to the fags cause they already served their purpoise,1.0
"There will always be survivors , the juden will never let go of the holahoax",1.0
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,1.0
"I do not blame you , Ottawa like all of our cities is a multicultural hell .",1.0
I would definitely not recommend becoming a teacher in the us the pay is not the greatest .,0.0
Powerful video that shows how primitive these beasts are .,1.0
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,1.0
unfortunately the jew controlled government will never allow this labeling every attempt for this `` racist '' even though there are hundreds of negro exclusive schools around this country .,0.0
"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",1.0
It 's common in the schools here !,0.0
And you will have to teach alot of lies to the students .,0.0
"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",0.0
I just click on the open forums for the entertainment .,0.0
"Please try to behave , all of you naughty children .",0.0
I noticed a lot of fat little white girls with monkey boyfriends .,1.0
I have lots more pics of Godunov if anyone ever cares to see them .,0.0
"If the Jews are allowed to decide for everyone the correct version of history , I 'm sure they 'll eventually re-write the history around Jesus Christ .",1.0
Egyptian TV Host : The Jews Are Using the Holocaust to Suck the Blood of the Germans - YouTube,1.0
"``Confrontingthe Girl Who Shot Me In the Face '' -- Dr. Phil - YouTube The female negro is making excuses like its not her fault but we all know its TNB , I feel for that poor white woman",1.0
We plan on holding a family camping/fun weekend in the summer once the weather has ( I hope ! ) improved .,0.0
I need to rebuild mine as we moved again and the cage did n't turn out right when rebuilding it,0.0
My advice is go bulk up at a gym and take up a martial art so you do n't feel as intimidated by blacks as you currently do .,0.0
that crap about blacks being tougher stornonger etc is crap it aint matter when its out on the street it a all new ball game,1.0
South Africa has returned to the Stone Age in 20 years .,1.0
It is a noble idea but I would rather stay here in mostly white Missouri then move to 35 % black South Carolina .,0.0
"Free at last , free at last , good God almighty I 'm free at last !",0.0
It is located here : http://www.teachers.tv / .,0.0
"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",1.0
"knew a black skinhead years ago named Pro , he gave us the info on all anti-racist meetings and meeting places .",0.0
Swim back to Liberia--with a jew under each arm !,1.0
We had Dresden remembrance last year and will again this year,0.0
"Somehow we 'll have our own Texas site , some day .",0.0
"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",1.0
Any WN in the the Lancaster-Leominster-Clinton-Worcester-Bolton ( my town ) area ? in the 13-15 year age group ?,0.0
"I am not a skin , and I wore a suit at the rally .",0.0
"Hello Thomas & welcome to SFBritain Good to have another young lad on board .. have a look through the youth section , good info .",0.0
"Here it seems they are all hitchers or lizards , and maybe robbers .",0.0
There are some white pride chats on yahoo go to governments and politics then click user rooms there are usually 1-4 white pride chats there,0.0
I would' nt even consider these knackers/pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,1.0
"Two of the suspects , Mr. Harrison and Mr. Currie , were repeat probation violators .",0.0
They will eventually kill off the whites and go back to the jungle ways .,1.0
And second of all whites are smarter than asians and if you ever look at bodybuilding contests you will see only whites maybe one or 2 blacks .,1.0
You AREN' T White :,1.0
I am a white female and I am proud of my race. and dating a black would be disgusting,1.0
"why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!",1.0
The sooner we acknowledge eachother in local areas and band together as a unit the sooner we become a strong white nation again .,0.0
Judge by color or I am so not `` hip '' ?,0.0
"- YouTube Magyar Királyi Honvédség - Holding Out For A Hero / Egy h Wehrmacht , SS and Hungarian Troops - 1944 , Carpathian Front ( HQ ) , 2.1 .",0.0
It 's there .,0.0
Teachers care less and tend to chalk it up to rebellion .,0.0
Those winchester defense loads look nasty .,0.0
It 's all about race mixing .,0.0
I 've seen it happen so many times. : explode,0.0
They should be forced to wear the hijab to show that they are different from us .,1.0
Jesus Christ ...,0.0
I think the topic starter 's point is if your a dissident of the American government and its foreign policy dont bow to Putin who is no better than we are in the US,0.0
I do not let my children watch tv at all .,0.0
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,1.0
"I have lived in Mexico for 16 years and yes , it was too hard being surrounded by so many brownies ( mestizos and indigenous ) .",1.0
Apparently the story is that the white woman flipped off one of those groids and they all came to gang up on her .,0.0
"Hispanics , Blacks and Asians are all doing it .",1.0
Charming is knowing that all these unuseful beings lives in Switzerland as refugees !!!!,1.0
Then you are a traitor .,0.0
I agree that this would be amazing !,0.0
"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",1.0
A girl that rides in trucks has no place to call home and the wrong guy to call Daddy .,0.0
I am located in Vancouver,0.0
She looks arabic if anything .,0.0
When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,1.0
thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,1.0
"One day , brother ... one day .",0.0
Try this link here .,0.0
Roll On Big Mamma - YouTube,0.0
"Some Communists , some Kurdish Nationalists and some German Anti-War people .",0.0
88 .,0.0
i just have one hole in each ear in which i wear a pair of silver eagle dangle earrings. i dont like the exotic pericings at all .,0.0
Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,1.0
"Iran to patrol US East Coast & mdash ; RT This report goes back to September , the 28th , last year .",0.0
"Elevating the negro to iconic status , is bad business .",1.0
If there 's nothing to hide why ban it,0.0
After watching television I can spot a Jew like that .,0.0
Everyone in Ireland has a duty to make life as difficult for blacks as possible if our children are too have any kind of future .,1.0
14/88,0.0
The Official Website of the British People 's Party A few unpleasant truths re. the zionist ass lickers of the DUP,1.0
The only thing that they care about is welfare and mooching of all the rest of us .,1.0
I went outside and the niglet 's mom told me my daughter had hit her first .,1.0
You are the loyal punk to dead men that would underbid your labor with slaves of the negro race .,1.0
My new word o ' the week ( which has somehow become the word o ' two weeks ) : torpid : tor * pid adj : 1 ) Dormant ; hibernating .,0.0
"I just passed Devil ' s Lake , ND where the flooding is .",0.0
I think they have .,0.0
When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,1.0
I ca n't fathom seeing all those brainless whites along with their negro counterparts worshipping Obama .,1.0
Where is forced busing when you need it ?,0.0
Let me be the first to say WELCOME to SF .,0.0
"This thread has reduced me to tears so many times that I sometimes avoid it , and yet i thank the OP for it",0.0
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,1.0
"( At 27 : 00 - 32 : 00 , 48 : 00 and 50 : 00 of the link they discuss Moscow Rules ) Smiley 's People - Part 1 ( BBC Spy TV Series ) - YouTube With our own civilians in PLE 's supporting us , even in little ways such as providing cut outs and safe houses , putting out propaganda will be much easier .",0.0
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,1.0
"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",1.0
"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",1.0
You either stand with your people or they will stand over your dead body .,1.0
Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,1.0
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .",1.0
2508,0.0
Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,1.0
"Manic street preachers are also red scum and basically every band playing is left-wing/pro-faggot , and many of them are drug using lowlifes .",1.0
"If you look on http://www.audiogalaxy.com and type in the name of the artist in Latin characters you can find a lot of songs , especially by the more popular musicians .",0.0
Here is possibly the best county to live in when one considers the Mud Index .,1.0
"As I commented a few days ago on this thread , massive race ( or ethnic ) mixing tends to preceed massive race ( or ethnic ) war .",1.0
"where can i get more info on PU , like how big it is and stuff ? also want to get some better info on `` natiocracy '' and `` social nationalism ''",0.0
I hope we 're above that sort of thing .,0.0
"Children of Germany : more at Kinder Deutschlands | Alle Inhalte | DW.DE | 04.06.2014 Text says she is from Portugal , but looks racially mixed .",0.0
"Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?",1.0
He likes selecting movies .,0.0
You 're telling me that there 's something we Swedes have done right ?,0.0
"^ You ca n't make this stuff up Go have a drink , drown the sorrow of living among primitive Asians .",1.0
Hoping to meet some NS girls if any single ones even exist lol .,0.0
Typical i suppose in the eyes of the law he is just another tourist beaten on sydneys streets oh yeah and we all know if it was a poor black fella bashed it would be on the news for weeks on end and mr whitey would be branded a big bad evil racist,1.0
Homo neanderthalensis was just a dumb negro subspecies of the negroid species and never white-european .,1.0
"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",1.0
"But if White people find a user for a plant native to Africa , the negroes want a royalty .",1.0
"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",1.0
A Memphis City Schools teacher will remain in federal custody for at least a few more days while her attorney tries to find a secure drug-treatment facility for her before addressing criminal drug charges .,0.0
"Homosexuals practice a perverse lifestyle that destroys the body , mind , and soul just as drug use does ; merely two paths to the same destructive end .",1.0
Mary Gow .,0.0
"It then became a booming black town , and they ran it straight into the ground .",1.0
