label,text
0.0,RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;
1.0,"@Just_this_time we need more opinionated bitches.

#MOAR"
1.0,@Cee_Murda94 bitch bye you can't get it
1.0,@CiscoAllDay and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh
0.0,RT @rickygervais: Humans are genetically closer to chimps than chimps are to gorillas. But we are all apes. Have a great day you clever twe&#8230;
1.0,@KeyshawnSwag lol nigga them look like a combo of trash in your house &amp; trash at the dump
0.0,RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;
1.0,&#8220;@HughSpliffner: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.
1.0,"Not trying to follow any spooks, no offense ..."
1.0,&#8220;@itsWhittyTitty: I used to be that fat bitch everybody made fun of look at me now&#8221; I was made fun of for being ugly &#128589;
0.0,"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;"
1.0,"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy"
1.0,' This Niggah Kevin Hart couldn't sit down lmaoooooooooooo My niggah My Niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1043358;&#1043351;&#1043323;
1.0,&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?
1.0,@CallNeeshCakey bitch I know stfu &#128514;
1.0,"' See I gotta get this money ma palms itchin , niggahs gossip like hoes most of them bitches ."
1.0,@CassiusClay_232 Lebron brought the bitch down to his knees chill
1.0,@MakeAnothaHov T.o. was a faggot crybaby
1.0,"&#8220;@BlizzyLC: @Vice504fly u need to be in someone's church negro!&#8221;ur absolutely right, but I work Sunday's but still no excuse."
0.0,"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/&#8230;"
1.0,"""All these bitches want a baby, I don't want no children."""
1.0,Cute ass niggah. http://t.co/h0SQoPTYfX
1.0,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike."
0.0,@eGoTheIcoN everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.
1.0,@chanelisabeth that nigger music
1.0,"&#128521;&#128077;
#yep #donttryme #bitch #bitchmode #testme #Truth #trust http://t.co/ky9Fi39zUx"
1.0,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill"
1.0,@BeenBasedB do this nigga think he mick foley ?
1.0,"&#8220;@MightBeKoi: @Satisfied_x @__troyy Edward did OSS, he sparkled&#8221; &#128514;&#128514; bitch reality"
0.0,"@Victoria_Star1 haha..monkey feet,i like it..but 4 real,feet are magical on a back..it smoothes every nook and cranny of tightness ;}"
0.0,@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr
1.0,&#8220;@___Tamm: @VoiceOfDStreetz cuz you a hoe lol&#8221; cuz you went on your lil rant on me man!
0.0,RT @SwaggVerified_: @TyJust_DoIt @Satisfied_x @Doit_LikeTre @_roeee but cant nobody at yall pep rally out jigg me
1.0,"&#8220;@_OneBadCreation: Boyfriends that'll eat yo pussy all day long 

Ur da real mvp &#128557;&#128079;&#8221; http://t.co/6dImZ71MPV"
1.0,#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.
1.0,&#8220;@SeymourBlanco: They game is over fuck yall bitches &amp; yall attitudes &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/rLrnYbfedT&#8221;&#128557;&#128557;
0.0,RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;
0.0,RT @morningmoneyben: This image of Peshmerga giving the heave-ho to an ISIS flag really brightened my Friday. Kick their sorry butts!! http&#8230;
1.0,"&#8220;@RevDennisMiller: True nothing shuts up libdog bitches who like to bark at anything @Punt_Cuncher&#8221;
THAT'S CALLED...PREACHING THE TRUTH!"
0.0,"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol"
1.0,"&#8220;@xoxo_hayleyy: ""@savageater: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&#9995;&#128530;&#8221;really swerve"
1.0,@GallagherEmily nigra in da back
1.0,""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh"
0.0,Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished. http://t.co/P7zwAoXi4l
1.0,@Italian_Montana im a boss ass bitch
0.0,On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic
0.0,@elchavaloko Toma ESO negros @panama
1.0,&#8220;@__IamAnnaY: bitch gotta work all hard to clean that shit without ripping her skin&#8221; LMAOSJDUSUBEJS
0.0,RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;
1.0,@JZolly23 @HannahKubiak Everybody knows that bitches love mullets #Pantiedropin
1.0,@DeeRay_FRESH - pussy &amp; purp.&#128514;
0.0,Sebastian is high on cat nip rn
1.0,"' Hoes on my mind , I fuck hoes all the time . #FatTrel"
1.0,"@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then"
1.0,@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch
0.0,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;"
1.0,@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair
1.0,"&#8220;@BurgerKing: Tweet how you #WatchLikeaKing. http://t.co/jrgG9Eq4Xv&#8221;

I #WatchLikeaKing fo da colored folk dying from dis shit food"
1.0,*Teachers call you a pussy for not doing senior skip day*
1.0,@Harbison92 you knw where i am pussy i hate when u ask me tht
0.0,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut
1.0,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM"
0.0,@LifeAsKing I've only like about 3 pair..they're overpriced trash ..
0.0,&#8220;@SarabiaErik: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College
1.0,"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week"
1.0,&#8220;@LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER
0.0,"One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires http://t.co/ilTShXLYjd"
0.0,RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b
0.0,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban."
1.0,@mimiswagnotes You are an ignorant cunt.
0.0,Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.
1.0,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent"
0.0,RT @WheelTod: If life hands you a hot potato try throwing it at two birds.
1.0,@alyssawiens faggot
1.0,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl
0.0,"RT @Oreo: Woah, the depth of this Ollusion is unreal. #Ollusions http://t.co/fuiVThvZyN"
1.0,@ICBC_World214 @FreeBlizz_ICBC bitch bought her son some talking bout I had to get em before they sold out
1.0,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order"
0.0,We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.
1.0,@1000gramsBee bitch
1.0,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
1.0,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c http://t.co/IKpJ0etz71"
1.0,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.
0.0,Game 126 Preview: Houston #Astros at New York #Yankees http://t.co/sVg7dIIcZG
0.0,Yankee homeruns make me all tingly.
0.0,"""Just follow the yellow brick twitter."""
0.0,Why can't I have colored eyes like my siblings &#128557;&#128557;
0.0,"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR"
1.0,@ArianaGrande this bitch @cumwiththewind
1.0,@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax
1.0,&#8220;@cierravillela yeah it's really far and it's alright if you like living by a whole lot of hicks haha
0.0,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash
1.0,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right"
0.0,"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing"
0.0,"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?"
0.0,@gln @capotej Do you think the guinea pig was okay? :(
0.0,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb
0.0,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred."
0.0,"RT @SportsCenter: Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium, http://t.co/pRS2lWATK7"
1.0,Kanye west is a faggot
0.0,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
0.0,"Bank robber who wore zebra-print dress arrested, police say http://t.co/UUQ0bw6vju"
0.0,@strawberrycoca ling ling krunkchip
1.0,""" bitches get cut off everyday B """
0.0,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2"
1.0,&#8220;@_Jamal___: these hoes ain't loyal&#8221; no they ain't
1.0,' All the hoes loyal &#1041205;&#1041205;&#1043358;&#1043215;
0.0,I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.
0.0,"Bye, Bye Charlie Strong."
1.0,@JaiBrooks1 faggot
0.0,#BlessJesus The #Crown of HIS head to the sole of HIS feet
1.0,@1stBlock_Rody yu ah hoe
1.0,I like taking niggas hoes but I stop doing that &#9995;
0.0,RT @NuteIla: when I die on flappy bird http://t.co/HKNUTfDVJZ
1.0,"@JohnColeGlover is big cat a ""fat pussy"" joke?"
1.0,@Jontel_20 &#128557; pussy
1.0,@Cryystalina haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..
0.0,I miss my monkey &#128533;
1.0,@HuffingtonPost the little cunt can just die for all I care!
0.0,I just might buy myself an A-Rod jersey #NewYork #Yankees #MLB
1.0,@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
0.0,"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins"
0.0,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me
0.0,RT @losthistories: DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @busboysandpoets 14th St cc: @SmithsonianAPA @D&#8230;
0.0,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2"
1.0,&#8220;@arrogantori: Scrappy always on the reunion with hella hoes &#128514;&#8221;real nigga lmao
0.0,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...
1.0,"&#8220;@_KingCorey_: I got the giggles because I'm a fag, I ain't gon' lie lol &#128514;&#128514;&#8221;"
1.0,"""I would rather you call me bitch than sir"" -my manager"
0.0,bae won his game &#128525; #redskins
0.0,"RT @dontesydnor: when kanye said ""mayonnaise colored benz, i push miracle whips"" http://t.co/iizYdfbZCg"
0.0,Free birds. Lol
1.0,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
1.0,21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.
0.0,RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army
0.0,RT @michellemalkin: Mass. GOP Gov.-elect Charlie Baker: No driver's licenses for illegal aliens ==&gt; http://t.co/3vkLYmJWjS #NoAmnesty
1.0,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;"
0.0,"I would went in on that ref hell, with a post game interview saying he called me sad and trash."
1.0,#FreshmanAdvice and if you ain't a hoe get up out my traphouseeeeeeee
1.0,@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one
0.0,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed
1.0,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"
0.0,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/McOZNHt7N2
0.0,Early bird gets the worm.... #GoGetIt
0.0,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.
1.0,"""That ain't bro moves, that's hoe moves"""
1.0,@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL
0.0,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.
0.0,RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...
0.0,I hear the same thing day in and day out.... its for the birds.
0.0,This is better than flappy bird.&#128525;&#128525; #FallOutBird http://t.co/CHVzWTvltG
0.0,RT @rightwingertoo: Uh oh: California solar plant fries thousands of birds in mid-flight - Hot Air http://t.co/8ZQnLR5fH5
0.0,Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash
1.0,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5"
1.0,"&#8220;@MalikHasanImani: @1Bcarter what's good, family?&#8221;in the gym looking at hoes hit u later"
1.0,3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. #neverlovingsomeoneagain #dontneedanyone
1.0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
0.0,@Fru_Iam I seen sum of it but I'm tryin see lox n mook
0.0,Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS
0.0,@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact
0.0,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!
0.0,@wodaeeex3 it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans
1.0,&#128514;&#128514; this white bitch think she miley cyrus &#128557;&#128557; http://t.co/lFfy5HvcNa
0.0,RT @stoolpresidente: If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...
1.0,@DallyJackson I'm here now hoe
0.0,This Charlie Murder game is pretty dope #Xbla
1.0,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3"
0.0,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;
1.0,&#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;
1.0,@G27Status @VikkiFusco @flyersfan You're still a bitch
1.0,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0"
1.0,"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"""
0.0,RT @TDOT_Italians: Sharing food with your mangia cake friends because they love your food #ItalianProblems
0.0,Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk
1.0,"""@TayKnosBest: These hoes is crazy"""
1.0,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
0.0,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi
0.0,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home"
1.0,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO
0.0,(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;)
0.0,"@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect."
0.0,RT @FoodTabloid: Oreo cake http://t.co/iJ0idCAQMl
1.0,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?"
1.0,@LexVan13 go back to nigeria faggot
0.0,I want some monkey bread &#128553;&#128588;
1.0,&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...
0.0,"RT @_wintergirl93: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho&#8230;"
1.0,@Huntermoore All of these bitches lying
1.0,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
0.0,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
1.0,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."""
0.0,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house."
1.0,#wallofthewasatch bitch!
1.0,@JustKarahn negro please
0.0,"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;"
1.0,3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao
1.0,#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!
1.0,"#anywere &#8220;@TheCooleyShow: LA = palm trees and great weather 
Any were else = horrible weather and no bitches&#8221;"
1.0,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
1.0,@22duces20 haha still a little bitch though &#128517;
1.0,&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans
0.0,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.
1.0,@BittyTang yes. Why protest about sexism then go right home and beg for a guy to beat your pussy up? Im lost at times
1.0,&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D
0.0,Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp
0.0,"@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking&#9786;&#65039;"
0.0,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.
1.0,. @_HISTO requires soundcloud links and tumblr bitches; he MIGHT let you play his party then.
0.0,"RT @shakiraevanss: Criticize Amanda for saying the n word, sure, but don't make jokes about her sexual assault, don't be trash."
1.0,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham
1.0,@KevinKevmooney @LEllerbe when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both
0.0,RT @SportsCenter: Derek Jeter leaves baseball as one of the greatest Yankees ever. (via @ESPNMag) http://t.co/MSUwxc3tYx
1.0,&#8220;@DavetheBrave1: I like how @Virgilio_LLA thinks I'm talking to hoes..HELL NAH! Lol&#8221; my bad I forgot you ain't got hoes like vdawg do
1.0,@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns
1.0,"@RileyCooper_14 so your a ""nigger"" fighter huh"
0.0,To the senior class: there will be Oreo funfetti bars in the den this morning &#128538;
