text,label
"""
More
I can't make any real suggestions on improvement - I wondered if the section statistics should be later on, or a subsection of """"types of accidents""""  -I think the references may need tidying so that they are all in the exact same format ie date format etc. I can do that later on, if no-one else does first - if you have any preferences for formatting style on references or want to do it yourself please let me know.

There appears to be a backlog on articles for review so I guess there may be a delay until a reviewer turns up. It's listed in the relevant form eg Wikipedia:Good_article_nominations#Transport  """,0.0
"First of all, who the fuck died and made you the god on what is and what is not plagiarism? It seems like a pretty clear cut case to me. If text from the article matches text found in another source word for word, then it seems fairly clear cut that it is plagiarized. I would also point out, again, for like the umpteenth fucking time, that this user has been using plagiarized material repeatedly and only takes it out after being beaten over the head with it. Secondly, don’t you fucking dare try and threaten me with what might and might not be said in arbitration. Finally, in case you were not aware or just did not care, an AOL IP cannot be blocked, so that is not any threat for the anon.  23:12, Feb 10, 2005 (UTC)",1.0
Sod off Waggers you smug git. Howzat?,1.0
You deleted my comment? Fucking pussy.,1.0
No problem you mindless robot. I reverted it back. Robots are as dumb as goldfish which makes them twice as smart as the human administrators at wikipedia. I'll bet there isn't a single published author among the lot of them. I've been published and this site is a joke.,1.0
"May 2013 (UTC)
No worries.  Is it correct that I ask users for a co-nomination statement?  Just want to be sure I don't inadvertently breach WP:CANVASS.  And would you say there's an appropriate number of co-nominators to seek?  Looking through the past RFAs it seems to range from none to two.  Hopefully I'll have accepted the nomination and answered the opening questions sometime today or tomorrow. Cheers,   16:34, 27",0.0
"Please avoid using abusive edit summaries as per Wikipedia:Civility and Wikipedia:No personal attacks. Thanks and happy editing. Please do not make personal attacks on other people, as you did at Minneapolis, Minnesota. Wikipedia has a policy against personal attacks. In some cases, users who engage in personal attacks may be blocked from editing by admins or banned by the arbitration committee. Comment on content, not on other contributors or people. Please resolve disputes appropriately. Thank you.",0.0
"Edit request from 174.3.185.61, 28 June 2010 

Mauler90 is a shit faggot 

174.3.185.61",1.0
"I don't care. Like I said, keep your shitty grammar.",1.0
"The Wall Street Journal article today explains, that yes, Bergwall has convictions for earlier crimes, but that the eight murders convictions he was convicted of have been quashed. The article made no mention of the earlier convictions that were less serious offences than murder, and said that Sture Bergvall is a convicted Swedish criminal in the lead.

The article is very wordy, and yet unclear.",0.0
You are a stink ass Bitch you motherfucking dick sucking bitch go to fucking hell you dog ass bitch!!!!!!!!!!,1.0
"""
 It was, and is still, entirely unclear what it is you were trying to """"correct"""" with this edit, and time had elapsed since you made it with no further edits.  Also, this (direct insertion of the asterisk or dagger character) is not how notes and footnotes are inserted in Wikipedia articles (assuming that's what you intended to do eventually).  See WP:FOOT for discussion.   Talk    """,0.0
"GRRRR 

CatJewbBear is a real story. Now Im mad! GRRR. Actually Im not mad, but it is real cause I wrote it.",0.0
Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.,1.0
fag fag fag fag doosh doosh doosh suck my nuts,1.0
"""
Great work! )  Still not DYK ready (oh well) but a great article none-the-less. ) -  • Talk • """,0.0
"It doesn't sound like there is a copyright issue as that would be in the public domain, however the question is whether posting a whole speech is encyclopedic.  It sounds more like material for Wikisource.   (talk,",0.0
"""

Well well well you grinning no life turd licking cunt, why don't you go and buggerize yourself on a traffic cone """"Doctor"""" Nick you fat fucking cunt.

P.S. thanks for reverting my correct and loving changes to various wiki's you dirty scrot badgering cock monster why don't you go and get a nice red dress and fuck yourself in the mirror like your dad did thusly your trauma. P.S. CUNT.""",1.0
"Me again, having fun, suck it 

This not commercial purposes I'm not making any money, this is bullshit, I love DFW's work, he's brillant why all this?",1.0
"STOP ERASING MY COMMENTS 
Do you really have a hard time understanding that this encyclopedia DOES NOT BELONG TO YOU.
SHEEESH!",1.0
"Eat shit and die 

You can block me now but that doesn't mean anything. You're nothing but a step below a rent-a-cop. Admins ain't shit.",1.0
Wrong Whophd. Are you being Shagged has been done again. Seems like your intimate relationship with the chaser team which allowed you to make such incredible assertions was (unsurpisingly) complete shit. Go stick a giant dildo up your ass to calm yourself down. Fuckwit. Oh and don't delete this as abuse... i make a valid point. Fuckwit.,1.0
You're biased. I made it a point since I signed up here that none of you exist.,1.0
"""
And you really do flatter yourself by calling yourself """"the other parent"""". I dislike being patronised even more than I dislike threats. Btw, wouldn't you reckon that running to an Admin to get me """"banned"""" was a bit 'running to Mommy-ish""""?   """,1.0
"Fuck you, Smith. Please have me notified when you die. I want to dance on your grave.",1.0
"}}
{{WikiProject Dartmouth College | class = | importance = no",0.0
"""

 Context of """"In the beginning""""? 

The article starts in media res. What was """"the Truman Committee"""". At the very least a link?   """,0.0
HOW MY TING VANDALISM ARE YOU DUMB ? I AM GOING TO BE FAMOUS THEN YOU WILL BE SORRY!90.209.118.232  90.209.118.232  90.209.118.232  90.209.118.232  90.209.118.232  90.209.118.232,1.0
suck my hairy plums you fagggot,1.0
"DRV of Zaydra Pena 

Please revert your revision of closing that DRV. I still have a few more comments. And, your closing speech was a bit odd.",0.0
"Clean this crap up 

Why are there so many references that reference the same line? There are multiple occurences of double, triple, even quadruple referencing on this page. That is completely unnecessary. Can someone take the time to clean this up?",0.0
"So, it's a case of PoV. That is, funny or not funny? 85.97.5.140",0.0
Yanksox is a Fucker!!!!!!!!,1.0
"""

 The Classic Metal Show 

THEY ARE NOT NON-NOTABLE! YOU HELPED DELETE THEM AND YOU KNOW IT JUST WAS WELL AS YOU WANT TO! YOU DIRECTED PEOPLE AND TAGGED IT FOR DELETION! DONT TELL ME SUCH """"PORK PIES""""!

ADIOS!

MikeyCMS""",1.0
"=Stupid Texans

It's funny how this is a part of Texas history and yet everyone in Texas today is a stupid redneck who can't speak a word of French, or Spanish, or any language other than English for that matter.",1.0
|listas = Manos Family,0.0
"""

 Please note 

All I'm asking is that wp honor the csd. There is no nomination. I am the substantial contributor to the article . [CSD]] Copyright material. """"Author requests deletion, if requested in good faith, and provided the page's only substantial content was added by its author. (For redirects created as a result of a pagemove, the mover must also have been the only substantive contributor to the page prior to the move.) If the author blanks the page (outside user space), this can be taken as a deletion request"""".

thank you.""",0.0
"This comment was reverted so you were unable to see it, but don't worry about it now because I have found out that one of the users was banned and the other received a block later for some other reason. I ended up getting blocked and was extremely pissed off about it but I can't really do anything about it now I guess even though I felt I was hardly done by.",0.0
So are you guys going to do anything about Bletch? Or are you going to sit around and hope that i revert him so you can block me as well?,0.0
"Thank you for experimenting with the page Oil price increases of 2004-2006 on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thank you for your understanding.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.",0.0
"Hello, I check this personal page very often. Please leave messages here on on the discussion page. Tks. 

Marvio",0.0
"Block 

Each real man puts balls on your stupid jewish solidarity. 213.87.137.64",1.0
"Mr Wrestlemaina 

Buddy Rodgers and Ric Flair are both the nature boy HBK and Cole are both Mr Wrestlemania",0.0
"Bunchofgrapes, Request You Please Cease Revert Warring 

Bunchofgrapes, I respectfully ask you to please stop your instant reverts on my edits. If you have a problem with any of my edits, then do so from knowledge, but explaining what is wrong about the sourced materials, and edits, rather than making blind statements designed to allow you to revert for no reason. And, again, please cite your sources. You seem to not be able to cite anything that would back up your instant reverts, and accusatory tone telling others that they are reverting, when you have made several instant reverts with no explaination on the edit, or added source. Please cease this and cite your sources, edit the materials according to Jimbo Wales' NPOV, and make sure your sources are verifiable before your reverts. Thanks.",0.0
"The irony of this staement goes off the scale, HW. General incivility? Check. Too much time on their hand (sic)? Check. Pornography-obsessed? Check. Dear oh dear, you're not learning anything are you?",1.0
"penis!! 

Little teenie weenie!!!!!",1.0
—Preceding unsigned comment added by 71.235.80.60,0.0
"}}. 

It seems to me that I was right is stating that some Wiki contributors are small minded little tyrants who resent anyone who knows more and better than themselves and who feel duty bound to correct them.

I see one of the posts that upset you is my copying Corbetts quote of fellatio yet you allowed Corbett to state and restate this childish lavatory humour.
Unblock me immediately and get a grown up life.

.",1.0
"""

You the man  give me an example, where I betray me Jews. I think that you are just a stupid person as long as the Wikipedia stands. Hans Rosenthal (ROHA) (hans.rosenthal AT t-online.de  replace AT by @ ) PS: This is for the administrators: Please deleat """"Tvoz"""", """"Seewolf"""", and their likes. Thanks!

""",0.0
"""

ok I'm stopping now Tide Roll. Wouldn't want to make Tide Roll angry. Geez get a life it's halloween. I""""M DRUNK don't limit me to your human rules human. PS I really will stop though because I'm leaving now to go to THE CLUBS""",1.0
"I really hate you 

And I want to do nasty things to you",1.0
"I have no desire to edit anything, those who put up nonsense should be the ones removing it.  The reality is as it stands, irreligion is associated ONLY with Christianity.  This is a SERIOUS POV issue and those who put the portal link need to address this question.  It does NOT logically follow that one group of Christians' views should lead to this portal link being placed in the talk page to the exclusion of all other religions.  It is frankly speaking an attempt to frame the article in a manner that targets one religion, and that is not acceptable at all.",0.0
Thats cos Im a schitzophrenic TOAT. But ure just an ignorant idiot. ill be here long after you have got fed up and left 8-),1.0
"LOL!!!!!
Like you can stop me. I am forever eternal you fagboy. Can't you be a little more creative and less obtuse? 70.149.233.153",1.0
"""

 Was Diem a gay homosexual dictator? 
He never had any female companion whatsoever. He was definitely gayer than a sparkling vampire. 71.129.62.14   —Preceding undated comment added  """,1.0
"Moron. 

Says Demo Dick right there. http://navyseals.com/ns-overview/notable-seals/richard-marcinko/

Learn to read before you do stupid reverts, thanks.",1.0
"I am a sock puppet? THAT is my ban reason? This is my only account, and thanks for ignoring the bulk of my text. Wikipedia IS corrupt AND populated by idiots. I am free to say this, so please refrain from saying anything like that again. I didn't get banned for trolling, or personal attacks, I got banned because I changed an article to NPOV when the far majority of the editors here would rather the see the BNP article as a diatribe denouncing the party.",1.0
"I think the Malcolm X section could be eliminated. Yes, he's a charismatic figure, but why highlight him and not Farrakhan and other influential figures?",0.0
"Support, as the proposed title is both the correct order for a Korean name, and just as importantly the common name in reliable sources. Compare Google News searches:
 (~520 hits)
Backwards order  (~140 hits).
Thanks, 61.18.190.15",0.0
"""::Well, I hope you (or someone else) get it working again, as I think it's a very useful tool.  Thanks for writing it, and I look forward to any updates. -  ♫♦♫ 

""",0.0
How should we proceed then? the show is based on real events the character names have been changed to protect their privacy and what little left was the dignity. I understand what you are saying but it doesn't really fit either,0.0
and yeah i suck at wiki formatting.......,1.0
"""
That was one hell of a party. '''''' Dick Laurent is dead """,1.0
In case this helps I asked again at Wikipedia:Village_pump_%28technical%29#Helping_going_away. Thanks. -,0.0
Suggestion:  Users may find the FREE BBC Learning English web link(From 25+ Languages)useful if it were added to the bottom of the page. http://www.bbc.co.uk/worldservice/learningenglish/,0.0
"""
I'm afraid that me being respectful to you is something highly unlikely to happen.  About as likely as you being respectful to me, for that matter.  I've had a look through policy, and I can't see any clause mandating punitive bans for talking back to one's elders and betters, so just continue with illegal bans if you want an ArbCom case.  

In the meantime, your ban is no actual impediment to me whatsoever.  —  ✉ """,0.0
That post wasn't intended to be a troll post. I felt surprised someone would think that.,0.0
"Hello there, you still around??? 
hey, was just hoping that you may still visit here? please leave a message if you are ).",0.0
It also said Porto's official website said the move was official. It is not a primary source.,0.0
"you are a fucking bawbag.

get a real job you bumder and stop moaning to wikipedia you sack of spunk.

im going to come to your house and rape your children.",1.0
", 14 May 2015 (UTC)

Thanks again. Independent sources like international reviews, pages on other prophets, newspaper refernces have been quoted, as you know. Other references wiil be cited as and when possible. The book 'Gurus of India' was a very famous publication, and it has many descriptions of Sitaram's widespread influence. Your guidance and necessary intervention is solicitted.
  15:29",0.0
That trashy mikkalai started to revert my own work and put racial trashy messages on my own space.,1.0
"""

Please take a break
I have been reading this snafu.  You are doing yourself no favors; please take a break.    
I just want to work on improving and creating articles etc.  Yes, defending myself is a laborious activity, but to hear exaggerations and hypocrisy thrown at me in an effort to demonize me for expulsion """"to protect the encyclopedia"""" is hard to stay away from; the overall nature of said activity is WP:BAITing and things like the CfD and the hostile RM closures is AGF/NPA in the extreme; who should 'take a break' is the chorus/cadre whose primary activity on Wikipedia seems to be attacking contributing editors by any specious and POV/AGF rationale available; I know I'm not alone in being attacked and vilified this way; and yes, there's far more productive things to be doing than arguing with people who only want to argue.  """,0.0
COCKSUCKER BEFORE YOU PISS AROUND ON MY WORK,1.0
"""

The only reason my IP showed is that this rag's logg-in failed and then you RHaworth cowardly blocked me to purvey your lies you stinking putrid piece of trash, you are the coward. I'm 6'1 and well versed in advanced marshall arts and will meet you any time and any place. Got that that ye;;ow COWARD?

I'm teaching my groupies how to edit this piece of garbage. If you are looking for trouble you have certainly found it. I have also turned a screen capture of your threatening photo and hacker talk at your user page over to the proper police authorities and contacted my lawyer to sue this rag for clear libel and participatory patent infringement. Got that you piece of s?

I have removed all semblances of the Book """"Kinematic Self-replicating Machines"""" and its authors because they contain copyrighted materials of mine and are infringing and keeping notes of all the user names promoting and protecting them. I am removing """"RepRap"""" because as set forth above it is not'' any form of """"self-replicator"""" and the project refuses to give me credit for my ideas, well set forth within the description of my patent. Further he has a huge site twice as large as my proposed article. 

Oh, one more thing I SPIT IN ALL OF YOUR ROTTING FACES, INCLUDING WIKIPEDIA ITSELF. GO TO H#LL. 
Charles Michael Collins.""",1.0
"""
""""Probably the result of ubiqiuty"""" in other words, you have no evidence for your side, ignore the clear evidence against it, and want to force your opinion on the article? Nope, sorry, doesn't work that way. """,0.0
"Hello Mr. Gordon. I didn't feel like waiting until 2009 or one yar later to appeal. I would like to sincerely apologize, and I want to know if you are willing to accept these conditions. I don't want to be viewed as a threat, as I am quite nearby.  t",0.0
"It clearly POV aside from whether or ot you share his beliefs.  I feel a rewrite is in order, see Kent Hovind/NPOV for writting of a new NPOV version of this page to later be merged in to existing page.71.217.206.152",0.0
"FY 

Why you removed my blogger from the video game article you son of a bitch?
I demand you to put it back there right now. You are a bum to patrol wikipedia for free while the creator jim whales makes 7 milions a year from the free work of losers like you. How can a person be so retarded i don't know.  Put my blog back or i'm gonna hack yur pc.

don't forget to use the h2 tag to make it bigger. 
mugen-infantry.net",1.0
"You need to prove notability using reliable sources. Just because it has some festivities (how large are they? who organized them?) in part of a country doesn't make it notable. Also, you need to change your username; this one will probably be blocked soon for violating the username policy (no names of web sites/businesses).  (talk to me)",0.0
"liableous? Not sure what that is. But you should certainly look at FilePile anyway. The logo image has been vandalised. Most of the edits to the main page are disingenuous (see FilePile talk). Also, someone is vandalising the acronym FP (where I first came across the FilePile article, after Gozar's addition of Force Publique). I expect it's part of some game the people at FilePile are playing -",0.0
asshole im still editing,1.0
"You are being evasive and non-collegial. I asked you a direct, relevant question. You alluded to WP:EL, but it does not seem to apply. If you believe it applies, please quote the part that is most appropriate. Quotes or it didn't happen.",0.0
"Silk Road
The Silk Road article is missing a lot on Somalia. Do you mind assisting me in improving it?   
It's basically the Periplus era city-states, such as Nikon, Mosylon, Sarapion. Best regards,   

This guy
Have you seen this guy before? Oddly enough he reads off Wikipedia lol.   
No, I haven't. Best regards,",0.0
"ass 

lick a dudes asshole. lol",1.0
"Thank you for experimenting with the page Decimal Day on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  →",0.0
"T-Man put his crap back... I will leave it because unlike T-Man, I have a job, and am going to the gym.  I fixed some typos and grammatical errors, but the POV and moronic comments are too numerous to fix easily.  The great wikipedia project... destroyed by the dim-witted.",1.0
"I'm ready now to try to improve the article, but it does not seem to have been restored. Thanks",0.0
I've requested a change to Wolfpuss - congratulations to all dirty thinkers in our community. (!) I submit to your naughtiness.,1.0
"""              Listen up, """"Farix"""". Keep this crap up with saying I can't do stuff and you're gonna get it. Got it?  Bakutrix""",1.0
"""Lets block ALL the Jews ==
Well, Well """"RADIANT"""" Are you planning to block ALL of the Jews and Jew loving gentiles for calling nazis NAZIS! -

Shame on you.

== """,1.0
"McMurry University 
McMurry doesn't join until Fall 2012, so I took them out of the membership table, while referencing them in the membership narrative.",0.0
"""
It looks like sources 34 and 35 in the article support it. (talk) """,0.0
"is dope you.  Hey Rick James, leave Rick James alone",1.0
"""

Choice of sources and representation thereof
I am glad for editors who contribute Russia-related content, being a closet Russophile myself. Regarding """"impasses"""", you will find your time on Wikipedia will be most constructive sticking to mainstream scholarship. I've been a bit disappointed in your recent edits based on interpretations of Soviet jurisprudence as holding sway over undisputed events. How you spend your time on Wikipedia is up to you, but it's always more constructive to avoid conflict, so at least make sure to discuss changes first. No response necessary, feel free to delete (not that you haven't already).  ►TALK """,0.0
"who are you 

to tell me anything about personal attacks? fuck you",1.0
"""

 QUIT EDITING CHICAGO MED 

YOU ARE SO STUPID, HOW CAN SOMEONE POST ON HERE AND GET IT VERFIED WITHOUT YOU CHANGING IT, INFORMATION POSTED ON HERE THATS CITED IS NOT COPYRIGHT. ARE YOU FROM AMERICA U IDIOT GET A LIFE. STOP RUINGING CHICAGO MEDS PAGE  — Preceding unsigned comment added by 67.184.255.230   """,1.0
"SineButt 
I hate you so much.",1.0
"As a rule I try to limit giving unsolicited advice to once a year. However, I do have one more piece  for you. Ping me on my talk page if you'd care to hear it. Enjoy, and Happy New Year.",0.0
""":The other admin you are thinking of could be ... Anyway, he is active on both the Dutch and English Wikipedia and he knows about the situation too! Hope I am helping out here...   

""",0.0
And won't be back like that gay fucking bastard cunt ''',1.0
"Mr. Caldwell is shown here wearing a numbers tag from a State Penitentiary, so apparently he was charged with other crimes, than just the one Federal charge we are being told about here.",0.0
Your mother is illiterate!,1.0
to a convicted felon,0.0
"""
 Fences and windows, I was not attempting to out, harrass or get """"revenge"""".  Someone forwarded me a FOIA public record sheet on the person in question an I saw a discrepancy.  If I wanted to """"out"""" him, I would have posted the exact nature of what I was looking at.  No, I will not apologise for exercising my right to review public-domain information; no I do not wish to participate in Wikipedia any longer as I find your values repellant.    """,0.0
"Tried to be productive (look at my contributions) but hit my head against a wall of spoiled greek children (or probably under pay from Greek Government) that purposely keep vandalizing the Albania related pages and keep iritating the albanian editors until they explode and get banned. As a historian I blush with what I find quoted as reliable information on the wikipedia pages and the quality  of the editors and sources. Time to move to the French pages (a lot of readers there), still 5 more languages to go. Till next time.Wikipedia sucks! .",1.0
